"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","2021","70 to 74 years","Women+","","0","units","0","","1.1.89.3","967735","","","","0"
"2021","Canada","2021A000011124","2021","70","Total - Gender","","0","units","0","","1.1.90.1","390605","","","","0"
"2021","Canada","2021A000011124","2021","70","Men+","","0","units","0","","1.1.90.2","187155","","","","0"
"2021","Canada","2021A000011124","2021","70","Women+","","0","units","0","","1.1.90.3","203450","","","","0"
"2021","Canada","2021A000011124","2021","71","Total - Gender","","0","units","0","","1.1.91.1","377815","","","","0"
"2021","Canada","2021A000011124","2021","71","Men+","","0","units","0","","1.1.91.2","180230","","","","0"
"2021","Canada","2021A000011124","2021","71","Women+","","0","units","0","","1.1.91.3","197585","","","","0"
"2021","Canada","2021A000011124","2021","72","Total - Gender","","0","units","0","","1.1.92.1","365950","","","","0"
"2021","Canada","2021A000011124","2021","72","Men+","","0","units","0","","1.1.92.2","173895","","","","0"
"2021","Canada","2021A000011124","2021","72","Women+","","0","units","0","","1.1.92.3","192055","","","","0"
"2021","Canada","2021A000011124","2021","73","Total - Gender","","0","units","0","","1.1.93.1","360985","","","","0"
"2021","Canada","2021A000011124","2021","73","Men+","","0","units","0","","1.1.93.2","171885","","","","0"
"2021","Canada","2021A000011124","2021","73","Women+","","0","units","0","","1.1.93.3","189105","","","","0"
"2021","Canada","2021A000011124","2021","74","Total - Gender","","0","units","0","","1.1.94.1","352225","","","","0"
"2021","Canada","2021A000011124","2021","74","Men+","","0","units","0","","1.1.94.2","166680","","","","0"
"2021","Canada","2021A000011124","2021","74","Women+","","0","units","0","","1.1.94.3","185540","","","","0"
"2021","Canada","2021A000011124","2021","75 to 79 years","Total - Gender","","0","units","0","","1.1.95.1","1260935","","","","0"
"2021","Canada","2021A000011124","2021","75 to 79 years","Men+","","0","units","0","","1.1.95.2","589090","","","","0"
"2021","Canada","2021A000011124","2021","75 to 79 years","Women+","","0","units","0","","1.1.95.3","671845","","","","0"
"2021","Canada","2021A000011124","2021","75","Total - Gender","","0","units","0","","1.1.96.1","288270","","","","0"
"2021","Canada","2021A000011124","2021","75","Men+","","0","units","0","","1.1.96.2","135675","","","","0"
"2021","Canada","2021A000011124","2021","75","Women+","","0","units","0","","1.1.96.3","152595","","","","0"
"2021","Canada","2021A000011124","2021","76","Total - Gender","","0","units","0","","1.1.97.1","267950","","","","0"
"2021","Canada","2021A000011124","2021","76","Men+","","0","units","0","","1.1.97.2","126140","","","","0"
"2021","Canada","2021A000011124","2021","76","Women+","","0","units","0","","1.1.97.3","141810","","","","0"
"2021","Canada","2021A000011124","2021","77","Total - Gender","","0","units","0","","1.1.98.1","254775","","","","0"
"2021","Canada","2021A000011124","2021","77","Men+","","0","units","0","","1.1.98.2","119155","","","","0"
"2021","Canada","2021A000011124","2021","77","Women+","","0","units","0","","1.1.98.3","135615","","","","0"
"2021","Canada","2021A000011124","2021","78","Total - Gender","","0","units","0","","1.1.99.1","237185","","","","0"
"2021","Canada","2021A000011124","2021","78","Men+","","0","units","0","","1.1.99.2","110565","","","","0"
"2021","Canada","2021A000011124","2021","78","Women+","","0","units","0","","1.1.99.3","126615","","","","0"
"2021","Canada","2021A000011124","2021","79","Total - Gender","","0","units","0","","1.1.100.1","212755","","","","0"
"2021","Canada","2021A000011124","2021","79","Men+","","0","units","0","","1.1.100.2","97550","","","","0"
"2021","Canada","2021A000011124","2021","79","Women+","","0","units","0","","1.1.100.3","115205","","","","0"
"2021","Canada","2021A000011124","2021","80 to 84 years","Total - Gender","","0","units","0","","1.1.101.1","840550","","","","0"
"2021","Canada","2021A000011124","2021","80 to 84 years","Men+","","0","units","0","","1.1.101.2","370900","","","","0"
"2021","Canada","2021A000011124","2021","80 to 84 years","Women+","","0","units","0","","1.1.101.3","469645","","","","0"
"2021","Canada","2021A000011124","2021","80","Total - Gender","","0","units","0","","1.1.102.1","200620","","","","0"
"2021","Canada","2021A000011124","2021","80","Men+","","0","units","0","","1.1.102.2","90525","","","","0"
"2021","Canada","2021A000011124","2021","80","Women+","","0","units","0","","1.1.102.3","110095","","","","0"
"2021","Canada","2021A000011124","2021","81","Total - Gender","","0","units","0","","1.1.103.1","181065","","","","0"
"2021","Canada","2021A000011124","2021","81","Men+","","0","units","0","","1.1.103.2","80715","","","","0"
"2021","Canada","2021A000011124","2021","81","Women+","","0","units","0","","1.1.103.3","100350","","","","0"
"2021","Canada","2021A000011124","2021","82","Total - Gender","","0","units","0","","1.1.104.1","167355","","","","0"
"2021","Canada","2021A000011124","2021","82","Men+","","0","units","0","","1.1.104.2","73760","","","","0"
"2021","Canada","2021A000011124","2021","82","Women+","","0","units","0","","1.1.104.3","93595","","","","0"
"2021","Canada","2021A000011124","2021","83","Total - Gender","","0","units","0","","1.1.105.1","153390","","","","0"
"2021","Canada","2021A000011124","2021","83","Men+","","0","units","0","","1.1.105.2","66645","","","","0"
"2021","Canada","2021A000011124","2021","83","Women+","","0","units","0","","1.1.105.3","86745","","","","0"
"2021","Canada","2021A000011124","2021","84","Total - Gender","","0","units","0","","1.1.106.1","138125","","","","0"
"2021","Canada","2021A000011124","2021","84","Men+","","0","units","0","","1.1.106.2","59260","","","","0"
"2021","Canada","2021A000011124","2021","84","Women+","","0","units","0","","1.1.106.3","78865","","","","0"
"2021","Canada","2021A000011124","2021","85 years and over","Total - Gender","","0","units","0","","1.1.107.1","861395","","","","0"
"2021","Canada","2021A000011124","2021","85 years and over","Men+","","0","units","0","","1.1.107.2","319535","","","","0"
"2021","Canada","2021A000011124","2021","85 years and over","Women+","","0","units","0","","1.1.107.3","541860","","","","0"
"2021","Canada","2021A000011124","2021","85 to 89 years","Total - Gender","","0","units","0","","1.1.108.1","525440","","","","0"
"2021","Canada","2021A000011124","2021","85 to 89 years","Men+","","0","units","0","","1.1.108.2","212740","","","","0"
"2021","Canada","2021A000011124","2021","85 to 89 years","Women+","","0","units","0","","1.1.108.3","312700","","","","0"
"2021","Canada","2021A000011124","2021","85","Total - Gender","","0","units","0","","1.1.109.1","129070","","","","0"
"2021","Canada","2021A000011124","2021","85","Men+","","0","units","0","","1.1.109.2","54820","","","","0"
"2021","Canada","2021A000011124","2021","85","Women+","","0","units","0","","1.1.109.3","74250","","","","0"
"2021","Canada","2021A000011124","2021","86","Total - Gender","","0","units","0","","1.1.110.1","114920","","","","0"
"2021","Canada","2021A000011124","2021","86","Men+","","0","units","0","","1.1.110.2","47320","","","","0"
"2021","Canada","2021A000011124","2021","86","Women+","","0","units","0","","1.1.110.3","67610","","","","0"
"2021","Canada","2021A000011124","2021","87","Total - Gender","","0","units","0","","1.1.111.1","102775","","","","0"
"2021","Canada","2021A000011124","2021","87","Men+","","0","units","0","","1.1.111.2","41635","","","","0"
"2021","Canada","2021A000011124","2021","87","Women+","","0","units","0","","1.1.111.3","61140","","","","0"
"2021","Canada","2021A000011124","2021","88","Total - Gender","","0","units","0","","1.1.112.1","94525","","","","0"
"2021","Canada","2021A000011124","2021","88","Men+","","0","units","0","","1.1.112.2","36780","","","","0"
"2021","Canada","2021A000011124","2021","88","Women+","","0","units","0","","1.1.112.3","57755","","","","0"
"2021","Canada","2021A000011124","2021","89","Total - Gender","","0","units","0","","1.1.113.1","84140","","","","0"
"2021","Canada","2021A000011124","2021","89","Men+","","0","units","0","","1.1.113.2","32190","","","","0"
"2021","Canada","2021A000011124","2021","89","Women+","","0","units","0","","1.1.113.3","51955","","","","0"
"2021","Canada","2021A000011124","2021","90 to 94 years","Total - Gender","","0","units","0","","1.1.114.1","258035","","","","0"
"2021","Canada","2021A000011124","2021","90 to 94 years","Men+","","0","units","0","","1.1.114.2","87305","","","","0"
"2021","Canada","2021A000011124","2021","90 to 94 years","Women+","","0","units","0","","1.1.114.3","170730","","","","0"
"2021","Canada","2021A000011124","2021","90","Total - Gender","","0","units","0","","1.1.115.1","73790","","","","0"
"2021","Canada","2021A000011124","2021","90","Men+","","0","units","0","","1.1.115.2","27050","","","","0"
"2021","Canada","2021A000011124","2021","90","Women+","","0","units","0","","1.1.115.3","46740","","","","0"
"2021","Canada","2021A000011124","2021","91","Total - Gender","","0","units","0","","1.1.116.1","60655","","","","0"
"2021","Canada","2021A000011124","2021","91","Men+","","0","units","0","","1.1.116.2","21065","","","","0"
"2021","Canada","2021A000011124","2021","91","Women+","","0","units","0","","1.1.116.3","39585","","","","0"
"2021","Canada","2021A000011124","2021","92","Total - Gender","","0","units","0","","1.1.117.1","49550","","","","0"
"2021","Canada","2021A000011124","2021","92","Men+","","0","units","0","","1.1.117.2","16215","","","","0"
"2021","Canada","2021A000011124","2021","92","Women+","","0","units","0","","1.1.117.3","33335","","","","0"
"2021","Canada","2021A000011124","2021","93","Total - Gender","","0","units","0","","1.1.118.1","41235","","","","0"
"2021","Canada","2021A000011124","2021","93","Men+","","0","units","0","","1.1.118.2","12880","","","","0"
"2021","Canada","2021A000011124","2021","93","Women+","","0","units","0","","1.1.118.3","28355","","","","0"
"2021","Canada","2021A000011124","2021","94","Total - Gender","","0","units","0","","1.1.119.1","32805","","","","0"
"2021","Canada","2021A000011124","2021","94","Men+","","0","units","0","","1.1.119.2","10095","","","","0"
"2021","Canada","2021A000011124","2021","94","Women+","","0","units","0","","1.1.119.3","22715","","","","0"
"2021","Canada","2021A000011124","2021","95 to 99 years","Total - Gender","","0","units","0","","1.1.120.1","68385","","","","0"
"2021","Canada","2021A000011124","2021","95 to 99 years","Men+","","0","units","0","","1.1.120.2","17670","","","","0"
"2021","Canada","2021A000011124","2021","95 to 99 years","Women+","","0","units","0","","1.1.120.3","50710","","","","0"
"2021","Canada","2021A000011124","2021","95","Total - Gender","","0","units","0","","1.1.121.1","25445","","","","0"
"2021","Canada","2021A000011124","2021","95","Men+","","0","units","0","","1.1.121.2","7245","","","","0"
"2021","Canada","2021A000011124","2021","95","Women+","","0","units","0","","1.1.121.3","18200","","","","0"
"2021","Canada","2021A000011124","2021","96","Total - Gender","","0","units","0","","1.1.122.1","16320","","","","0"
"2021","Canada","2021A000011124","2021","96","Men+","","0","units","0","","1.1.122.2","4250","","","","0"
"2021","Canada","2021A000011124","2021","96","Women+","","0","units","0","","1.1.122.3","12070","","","","0"
"2021","Canada","2021A000011124","2021","97","Total - Gender","","0","units","0","","1.1.123.1","12125","","","","0"
"2021","Canada","2021A000011124","2021","97","Men+","","0","units","0","","1.1.123.2","2940","","","","0"
"2021","Canada","2021A000011124","2021","97","Women+","","0","units","0","","1.1.123.3","9185","","","","0"
"2021","Canada","2021A000011124","2021","98","Total - Gender","","0","units","0","","1.1.124.1","8555","","","","0"
"2021","Canada","2021A000011124","2021","98","Men+","","0","units","0","","1.1.124.2","1960","","","","0"
"2021","Canada","2021A000011124","2021","98","Women+","","0","units","0","","1.1.124.3","6590","","","","0"
"2021","Canada","2021A000011124","2021","99","Total - Gender","","0","units","0","","1.1.125.1","5940","","","","0"
"2021","Canada","2021A000011124","2021","99","Men+","","0","units","0","","1.1.125.2","1280","","","","0"
"2021","Canada","2021A000011124","2021","99","Women+","","0","units","0","","1.1.125.3","4660","","","","0"
"2021","Canada","2021A000011124","2021","100 years and over","Total - Gender","","0","units","0","","1.1.126.1","9540","","","","0"
"2021","Canada","2021A000011124","2021","100 years and over","Men+","","0","units","0","","1.1.126.2","1825","","","","0"
"2021","Canada","2021A000011124","2021","100 years and over","Women+","","0","units","0","","1.1.126.3","7705","","","","0"
"2021","Canada","2021A000011124","2021","Average age","Total - Gender","","0","units","0","","1.1.127.1","41.9","","","","1"
"2021","Canada","2021A000011124","2021","Average age","Men+","","0","units","0","","1.1.127.2","41.0","","","","1"
"2021","Canada","2021A000011124","2021","Average age","Women+","","0","units","0","","1.1.127.3","42.8","","","","1"
"2021","Canada","2021A000011124","2021","Median age","Total - Gender","","0","units","0","","1.1.128.1","41.6","","","","1"
"2021","Canada","2021A000011124","2021","Median age","Men+","","0","units","0","","1.1.128.2","40.4","","","","1"
"2021","Canada","2021A000011124","2021","Median age","Women+","","0","units","0","","1.1.128.3","42.8","","","","1"
"2021","Newfoundland and Labrador","2021A000210","2021","Total - Age","Total - Gender","","0","units","0","","2.1.1.1","510550","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","Total - Age","Men+","","0","units","0","","2.1.1.2","250075","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","Total - Age","Women+","","0","units","0","","2.1.1.3","260475","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","0 to 14 years","Total - Gender","","0","units","0","","2.1.2.1","68190","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","0 to 14 years","Men+","","0","units","0","","2.1.2.2","35050","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","0 to 14 years","Women+","","0","units","0","","2.1.2.3","33140","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","0 to 4 years","Total - Gender","","0","units","0","","2.1.3.1","18990","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","0 to 4 years","Men+","","0","units","0","","2.1.3.2","9765","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","0 to 4 years","Women+","","0","units","0","","2.1.3.3","9225","","","","0"
